080915132165618060,080915132165618060,2,
080915132108066252,080915132165618060,1,
080915132100800067,080915132165618060,1,
080915132199634650,080915132165618060,1,
080915132140118983,080915132165618060,1,
080915132172432853,080915132165618060,1,
080915132160019712,080915132165618060,1,
080915132112612984,080915132165618060,1,
080915132175368332,080915132165618060,1,
080915132157686902,080915132165618060,1,
080915132104077282,080915132165618060,1,
080915132107932508,080915132165618060,1,
080915132100558892,080915132165618060,1,
080915132174719295,080915132174719295,2,
080915132166365149,080915132174719295,1,
080915132125977007,080915132174719295,1,
080915132188177137,080915132174719295,1,
080915132106100204,080915132174719295,1,
080915132106173187,080915132174719295,1,
080915132118815266,080915132174719295,1,
080915132170306731,080915132174719295,1,
080915132183150705,080915132174719295,1,
080915132176612862,080915132174719295,1,
080915132148967757,080915132174719295,1,
080915132118566577,080915132174719295,1,
080915132178949370,080915132174719295,1,
080915132127150086,080915132127150086,2,
080915132165503155,080915132127150086,1,
080915132163817931,080915132127150086,1,
080915132131888795,080915132127150086,1,
080915132110090205,080915132127150086,1,
080915132112935145,080915132127150086,1,
080915132186558885,080915132127150086,1,
080915132195247543,080915132127150086,1,
080915132109411101,080915132127150086,1,
080915132160321390,080915132127150086,1,
080915132120081615,080915132127150086,1,
080915132131226309,080915132127150086,1,
080915132123824370,080915132127150086,1,
080915132151093594,080915132151093594,2,
080915132125596293,080915132151093594,1,
080915132190216935,080915132151093594,1,
080915132155398684,080915132151093594,1,
080915132146400212,080915132151093594,1,
080915132154363105,080915132151093594,1,
080915132124506938,080915132151093594,1,
080915132126235619,080915132151093594,1,
080915132177664147,080915132151093594,1,
080915132168782114,080915132151093594,1,
080915132184288089,080915132151093594,1,
080915132108924938,080915132151093594,1,
080915132125064944,080915132151093594,1,
080915132108054624,080915132108054624,2,
080915132123841735,080915132108054624,1,
080915132132646246,080915132108054624,1,
080915132122980206,080915132108054624,1,
080915132117468590,080915132108054624,1,
080915132191585897,080915132108054624,1,
080915132170601195,080915132108054624,1,
080915132130533898,080915132108054624,1,
080915132175396405,080915132108054624,1,
080915132151672922,080915132108054624,1,
080915132184189382,080915132108054624,1,
080915132100174104,080915132108054624,1,
080915132114858933,080915132108054624,1,
080915132154321702,080915132154321702,2,
080915132104581578,080915132154321702,1,
080915132193022007,080915132154321702,1,
080915132106413769,080915132154321702,1,
080915132141013722,080915132154321702,1,
080915132193087450,080915132154321702,1,
080915132152468073,080915132154321702,1,
080915132182272567,080915132154321702,1,
080915132184848846,080915132154321702,1,
080915132102078400,080915132154321702,1,
080915132137872894,080915132154321702,1,
080915132115626820,080915132154321702,1,
080915132124297658,080915132154321702,1,
080915132193653502,080915132193653502,2,
080915132191364145,080915132193653502,1,
080915132154855423,080915132193653502,1,
080915132114469622,080915132193653502,1,
080915132117213112,080915132193653502,1,
080915132184216590,080915132193653502,1,
080915132133159920,080915132193653502,1,
080915132114645542,080915132193653502,1,
080915132106138932,080915132193653502,1,
080915132159816723,080915132193653502,1,
080915132132829025,080915132193653502,1,
080915132166115182,080915132193653502,1,
080915132141519627,080915132193653502,1,
080915132157356319,080915132157356319,2,
080915132183234381,080915132157356319,1,
080915132133370026,080915132157356319,1,
080915132164736971,080915132157356319,1,
080915132149226040,080915132157356319,1,
080915132158695594,080915132157356319,1,
080915132164409739,080915132157356319,1,
080915132116009468,080915132157356319,1,
080915132188626592,080915132157356319,1,
080915132199282226,080915132157356319,1,
080915132112714014,080915132157356319,1,
080915132170799862,080915132157356319,1,
080915132114836439,080915132157356319,1,
080915132156307263,080915132156307263,2,
080915132139484615,080915132156307263,1,
080915132176106758,080915132156307263,1,
080915132199156343,080915132156307263,1,
080915132181338978,080915132156307263,1,
080915132186991137,080915132156307263,1,
080915132176439708,080915132156307263,1,
080915132165868910,080915132156307263,1,
080915132147377245,080915132156307263,1,
080915132105453143,080915132156307263,1,
080915132122950618,080915132156307263,1,
080915132104261004,080915132156307263,1,
080915132184703658,080915132156307263,1,
080915132166232327,080915132166232327,2,
080915132185079041,080915132166232327,1,
080915132137636018,080915132166232327,1,
080915132154727972,080915132166232327,1,
080915132103747345,080915132166232327,1,
080915132107866681,080915132166232327,1,
080915132135273707,080915132166232327,1,
080915132118720690,080915132166232327,1,
080915132175060999,080915132166232327,1,
080915132140732993,080915132166232327,1,
080915132150271855,080915132166232327,1,
080915132109891587,080915132166232327,1,
080915132136490743,080915132166232327,1,
080915132145076771,080915132145076771,2,
080915132133123945,080915132145076771,1,
080915132198510116,080915132145076771,1,
080915132145318273,080915132145076771,1,
080915132153969688,080915132145076771,1,
080915132127117652,080915132145076771,1,
080915132136989272,080915132145076771,1,
080915132156914361,080915132145076771,1,
080915132146792318,080915132145076771,1,
080915132103424760,080915132145076771,1,
080915132164408448,080915132145076771,1,
080915132100598583,080915132145076771,1,
080915132166754437,080915132145076771,1,
080915132192465753,080915132192465753,2,
080915132146246490,080915132192465753,1,
080915132157431531,080915132192465753,1,
080915132154256637,080915132192465753,1,
080915132176310395,080915132192465753,1,
080915132131705700,080915132192465753,1,
080915132160932960,080915132192465753,1,
080915132171468573,080915132192465753,1,
080915132186469271,080915132192465753,1,
080915132182084152,080915132192465753,1,
080915132180283575,080915132192465753,1,
080915132181771958,080915132192465753,1,
080915132174902153,080915132192465753,1,
080915132140564322,080915132140564322,2,
080915132179664828,080915132140564322,1,
080915132133295338,080915132140564322,1,
080915132112330527,080915132140564322,1,
080915132166534883,080915132140564322,1,
080915132169484515,080915132140564322,1,
080915132169491406,080915132140564322,1,
080915132131723265,080915132140564322,1,
080915132103297429,080915132140564322,1,
080915132130915300,080915132140564322,1,
080915132152577826,080915132140564322,1,
080915132102492853,080915132140564322,1,
080915132112020714,080915132140564322,1,
